entry_time,exit_time,side,entry_price,exit_price,pnl_pct,net_pnl,result,entry_trigger,exit_trigger,bars_in_trade
2018-01-01 20:00:00+00:00,2018-01-02 03:45:00+00:00,LONG,13421.03,13353.78,-0.501,-69.25,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,31
2018-01-02 09:00:00+00:00,2018-01-03 09:15:00+00:00,LONG,13480.0,14695.02,9.014,1213.0200000000004,WIN,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,97
2018-01-03 14:15:00+00:00,2018-01-03 18:45:00+00:00,LONG,14957.02,14749.97,-1.384,-209.0500000000011,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,18
2018-01-03 21:30:00+00:00,2018-01-03 23:15:00+00:00,LONG,14914.08,14771.02,-0.959,-145.0599999999995,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,7
2018-01-03 23:45:00+00:00,2018-01-04 00:00:00+00:00,LONG,14919.51,14810.25,-0.732,-111.26000000000022,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,1
2018-01-04 01:45:00+00:00,2018-01-04 07:00:00+00:00,LONG,15172.12,14815.01,-2.354,-359.1100000000006,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,21
2018-01-04 17:45:00+00:00,2018-01-05 04:45:00+00:00,LONG,14648.89,14820.05,1.168,169.15999999999985,WIN,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,44
2018-01-05 05:45:00+00:00,2018-01-05 07:30:00+00:00,LONG,15000.0,14896.11,-0.693,-105.88999999999942,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,7
2018-01-05 08:00:00+00:00,2018-01-06 03:30:00+00:00,LONG,15010.0,16626.66,10.771,1614.6599999999999,WIN,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,78
2018-01-06 11:00:00+00:00,2018-01-06 11:45:00+00:00,LONG,16716.0,16529.89,-1.113,-188.11000000000058,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,3
2018-01-06 15:45:00+00:00,2018-01-07 02:45:00+00:00,LONG,16556.22,16742.94,1.128,184.71999999999753,WIN,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,44
2018-01-07 08:30:00+00:00,2018-01-07 11:45:00+00:00,LONG,16800.0,16607.0,-1.149,-195.0,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,13
2018-01-07 22:15:00+00:00,2018-01-08 00:45:00+00:00,LONG,16358.11,15948.96,-2.501,-411.15000000000146,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,10
2018-01-08 19:00:00+00:00,2018-01-08 22:15:00+00:00,LONG,14933.11,14707.76,-1.509,-227.35000000000036,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,13
2018-01-09 00:15:00+00:00,2018-01-09 06:15:00+00:00,LONG,15100.0,14846.06,-1.682,-255.9400000000005,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,24
2018-01-09 08:30:00+00:00,2018-01-09 09:45:00+00:00,LONG,15251.02,14811.0,-2.885,-442.02000000000044,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,5
2018-01-09 16:30:00+00:00,2018-01-09 20:15:00+00:00,LONG,14950.01,14615.9,-2.235,-336.1100000000006,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,15
2018-01-10 15:30:00+00:00,2018-01-11 02:45:00+00:00,LONG,14198.0,14137.32,-0.427,-62.68000000000029,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,45
2018-01-11 12:45:00+00:00,2018-01-11 18:45:00+00:00,LONG,13803.0,13661.5,-1.025,-143.5,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,24
2018-01-12 03:00:00+00:00,2018-01-12 09:45:00+00:00,LONG,13362.7,13476.03,0.848,111.32999999999993,WIN,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,27
2018-01-12 10:00:00+00:00,2018-01-12 15:30:00+00:00,LONG,13721.86,13565.08,-1.143,-158.78000000000065,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,22
2018-01-12 20:15:00+00:00,2018-01-13 17:15:00+00:00,LONG,13834.95,14173.04,2.444,336.09000000000015,WIN,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,84
2018-01-13 17:30:00+00:00,2018-01-13 19:15:00+00:00,LONG,14296.17,14120.0,-1.232,-178.17000000000007,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,7
2018-01-13 22:45:00+00:00,2018-01-13 23:30:00+00:00,LONG,14329.99,14172.75,-1.097,-159.23999999999978,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,3
2018-01-14 00:15:00+00:00,2018-01-14 00:30:00+00:00,LONG,14218.76,14184.02,-0.244,-36.73999999999978,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,1
2018-01-14 00:45:00+00:00,2018-01-14 03:00:00+00:00,LONG,14239.79,14135.0,-0.736,-106.79000000000087,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,9
2018-01-14 18:45:00+00:00,2018-01-15 03:15:00+00:00,LONG,13265.0,13333.09,0.513,66.09000000000015,WIN,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,34
2018-01-15 04:15:00+00:00,2018-01-15 08:45:00+00:00,LONG,13440.0,13381.1,-0.438,-60.899999999999636,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,18
2018-01-15 10:00:00+00:00,2018-01-15 19:00:00+00:00,LONG,13664.97,13777.05,0.82,110.07999999999993,WIN,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,36
2018-01-17 06:30:00+00:00,2018-01-17 08:30:00+00:00,LONG,11020.05,10519.01,-4.547,-503.03999999999905,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,8
2018-01-17 19:30:00+00:00,2018-01-18 05:00:00+00:00,LONG,10180.0,10532.51,3.463,350.5100000000002,WIN,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,38
2018-01-18 09:45:00+00:00,2018-01-18 17:45:00+00:00,LONG,11050.24,10910.33,-1.266,-141.90999999999985,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,32
2018-01-18 19:45:00+00:00,2018-01-18 22:00:00+00:00,LONG,11541.94,10995.0,-4.739,-548.9400000000005,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,9
2018-01-19 06:15:00+00:00,2018-01-19 17:30:00+00:00,LONG,11280.0,11374.0,0.833,92.0,WIN,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,45
2018-01-19 23:45:00+00:00,2018-01-21 00:15:00+00:00,LONG,11474.98,12528.19,9.178,1051.210000000001,WIN,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,98
2018-01-21 12:00:00+00:00,2018-01-21 14:30:00+00:00,LONG,12135.06,11675.07,-3.791,-461.9899999999998,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,10
2018-01-22 00:00:00+00:00,2018-01-22 11:45:00+00:00,LONG,11642.0,11240.0,-3.453,-404.0,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,47
2018-01-22 23:45:00+00:00,2018-01-23 05:00:00+00:00,LONG,10760.05,10329.63,-4.0,-432.4200000000001,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,21
2018-01-23 15:00:00+00:00,2018-01-24 00:00:00+00:00,LONG,10570.03,10729.91,1.513,157.8799999999992,WIN,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,36
2018-01-24 06:45:00+00:00,2018-01-24 17:00:00+00:00,LONG,10923.99,10900.27,-0.217,-25.719999999999345,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,41
2018-01-24 19:30:00+00:00,2018-01-25 08:15:00+00:00,LONG,11179.0,11369.75,1.706,188.75,WIN,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,51
2018-01-25 19:45:00+00:00,2018-01-25 23:30:00+00:00,LONG,11237.57,11170.0,-0.601,-69.56999999999971,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,15
2018-01-26 00:30:00+00:00,2018-01-26 07:00:00+00:00,LONG,11313.71,11277.24,-0.322,-38.469999999999345,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,26
2018-01-26 15:15:00+00:00,2018-01-26 21:30:00+00:00,LONG,10928.94,10860.03,-0.631,-70.90999999999985,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,25
2018-01-26 23:45:00+00:00,2018-01-27 11:30:00+00:00,LONG,11089.0,10969.5,-1.078,-121.5,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,47
2018-01-27 15:30:00+00:00,2018-01-28 13:00:00+00:00,LONG,11261.0,11720.0,4.076,457.0,WIN,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,86
2018-01-28 20:30:00+00:00,2018-01-29 01:15:00+00:00,LONG,11903.99,11588.83,-2.648,-317.15999999999985,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,19
2018-01-29 17:00:00+00:00,2018-01-29 19:15:00+00:00,LONG,11400.0,11347.32,-0.462,-54.68000000000029,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,9
2018-01-30 08:30:00+00:00,2018-01-30 09:30:00+00:00,LONG,11137.93,10950.1,-1.686,-189.82999999999993,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,4
2018-01-31 06:45:00+00:00,2018-01-31 14:15:00+00:00,LONG,10244.77,10111.29,-1.303,-135.47999999999956,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,30
2018-01-31 20:30:00+00:00,2018-02-01 03:30:00+00:00,LONG,10145.0,10050.01,-0.936,-96.98999999999978,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,28
2018-02-01 05:30:00+00:00,2018-02-01 06:15:00+00:00,LONG,10256.76,10141.87,-1.12,-116.88999999999942,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,3
2018-02-01 21:30:00+00:00,2018-02-01 22:45:00+00:00,LONG,9532.21,9120.0,-4.324,-414.2099999999991,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,5
2018-02-01 23:15:00+00:00,2018-02-02 00:00:00+00:00,LONG,9341.4,9053.02,-3.087,-290.3799999999992,LOSS,EMA12 crossed ABOVE EMA26,EMA12 crossed BELOW EMA26,3
